Time [s], Analyzer Name, Decoded Protocol Result
0.000012825000000,I2C,Setup Write to ['238' (0xEE)] + ACK
0.000053850000000,I2C,'208' (0xD0) + ACK
0.000122950000000,I2C,Setup Read to ['239' (0xEF)] + ACK
0.000161250000000,I2C,U (0x55) + NAK
0.000234550000000,I2C,Setup Write to ['238' (0xEE)] + ACK
0.000275575000000,I2C,'244' (0xF4) + ACK
0.000317450000000,I2C,'192' (0xC0) + ACK
0.000390350000000,I2C,Setup Write to ['238' (0xEE)] + ACK
0.000431350000000,I2C,'244' (0xF4) + ACK
0.000500450000000,I2C,Setup Read to ['239' (0xEF)] + ACK
0.000538750000000,I2C,'192' (0xC0) + NAK
0.000612050000000,I2C,Setup Write to ['238' (0xEE)] + ACK
0.000653100000000,I2C,'170' (0xAA) + ACK
0.000722225000000,I2C,Setup Read to ['239' (0xEF)] + ACK
0.000760525000000,I2C,' ' (0x20) + ACK
0.000802175000000,I2C,'212' (0xD4) + NAK
0.000875475000000,I2C,Setup Write to ['238' (0xEE)] + ACK
0.000916525000000,I2C,'172' (0xAC) + ACK
0.000985650000000,I2C,Setup Read to ['239' (0xEF)] + ACK
0.001023950000000,I2C,'251' (0xFB) + ACK
0.001065625000000,I2C,r (0x72) + NAK
0.001139000000000,I2C,Setup Write to ['238' (0xEE)] + ACK
0.001180025000000,I2C,'174' (0xAE) + ACK
0.001249150000000,I2C,Setup Read to ['239' (0xEF)] + ACK
0.001287425000000,I2C,'199' (0xC7) + ACK
0.001329100000000,I2C,# (0x23) + NAK
0.001402425000000,I2C,Setup Write to ['238' (0xEE)] + ACK
0.001443450000000,I2C,'176' (0xB0) + ACK
0.001512525000000,I2C,Setup Read to ['239' (0xEF)] + ACK
0.001550825000000,I2C,'128' (0x80) + ACK
0.001592500000000,I2C,'234' (0xEA) + NAK
0.001665850000000,I2C,Setup Write to ['238' (0xEE)] + ACK
0.001706875000000,I2C,'178' (0xB2) + ACK
0.001776025000000,I2C,Setup Read to ['239' (0xEF)] + ACK
0.001814325000000,I2C,b (0x62) + ACK
0.001855950000000,I2C,'203' (0xCB) + NAK
0.001929300000000,I2C,Setup Write to ['238' (0xEE)] + ACK
0.001970325000000,I2C,'180' (0xB4) + ACK
0.002039425000000,I2C,Setup Read to ['239' (0xEF)] + ACK
0.002077725000000,I2C,E (0x45) + ACK
0.002119400000000,I2C,1 (0x31) + NAK
0.002192750000000,I2C,Setup Write to ['238' (0xEE)] + ACK
0.002233800000000,I2C,'182' (0xB6) + ACK
0.002302925000000,I2C,Setup Read to ['239' (0xEF)] + ACK
0.002341225000000,I2C,'25' (0x19) + ACK
0.002382900000000,I2C,s (0x73) + NAK
0.002456275000000,I2C,Setup Write to ['238' (0xEE)] + ACK
0.002497275000000,I2C,'184' (0xB8) + ACK
0.002566375000000,I2C,Setup Read to ['239' (0xEF)] + ACK
0.002604700000000,I2C,'0' (0x00) + ACK
0.002646375000000,I2C,- (0x2D) + NAK
0.002719750000000,I2C,Setup Write to ['238' (0xEE)] + ACK
0.002760775000000,I2C,'186' (0xBA) + ACK
0.002829900000000,I2C,Setup Read to ['239' (0xEF)] + ACK
0.002868200000000,I2C,'128' (0x80) + ACK
0.002909875000000,I2C,'0' (0x00) + NAK
0.002983250000000,I2C,Setup Write to ['238' (0xEE)] + ACK
0.003024275000000,I2C,'188' (0xBC) + ACK
0.003093375000000,I2C,Setup Read to ['239' (0xEF)] + ACK
0.003131700000000,I2C,'209' (0xD1) + ACK
0.003173375000000,I2C,'246' (0xF6) + NAK
0.003246750000000,I2C,Setup Write to ['238' (0xEE)] + ACK
0.003287775000000,I2C,'190' (0xBE) + ACK
0.003356900000000,I2C,Setup Read to ['239' (0xEF)] + ACK
0.003395225000000,I2C,\n (0x0A) + ACK
0.003436900000000,I2C,S (0x53) + NAK
0.003510275000000,I2C,Setup Write to ['238' (0xEE)] + ACK
0.003551350000000,I2C,'244' (0xF4) + ACK
0.003593250000000,I2C,. (0x2E) + ACK
0.008666775000000,I2C,Setup Write to ['238' (0xEE)] + ACK
0.008707800000000,I2C,'246' (0xF6) + ACK
0.008776900000000,I2C,Setup Read to ['239' (0xEF)] + ACK
0.008815200000000,I2C,c (0x63) + ACK
0.008856850000000,I2C,'225' (0xE1) + NAK
0.009004475000000,I2C,Setup Write to ['238' (0xEE)] + ACK
0.009045475000000,I2C,'244' (0xF4) + ACK
0.009087375000000,I2C,'244' (0xF4) + ACK
0.020256700000000,I2C,Setup Write to ['238' (0xEE)] + ACK
0.020297725000000,I2C,'246' (0xF6) + ACK
0.020366875000000,I2C,Setup Read to ['239' (0xEF)] + ACK
0.020405200000000,I2C,c (0x63) + ACK
0.020446850000000,I2C,'225' (0xE1) + NAK
0.020520200000000,I2C,Setup Write to ['238' (0xEE)] + ACK
0.020561250000000,I2C,'248' (0xF8) + ACK
0.020630375000000,I2C,Setup Read to ['239' (0xEF)] + ACK
0.020668675000000,I2C,'0' (0x00) + NAK
0.021004075000000,I2C,Setup Write to ['238' (0xEE)] + ACK
0.021045150000000,I2C,'244' (0xF4) + ACK
0.021087050000000,I2C,'244' (0xF4) + ACK
0.060308250000000,I2C,Setup Write to ['238' (0xEE)] + ACK
0.060349275000000,I2C,'246' (0xF6) + ACK
0.060418350000000,I2C,Setup Read to ['239' (0xEF)] + ACK
0.060456625000000,I2C,'162' (0xA2) + ACK
0.060498275000000,I2C,'216' (0xD8) + NAK
0.060571625000000,I2C,Setup Write to ['238' (0xEE)] + ACK
0.060612625000000,I2C,'248' (0xF8) + ACK
0.060681725000000,I2C,Setup Read to ['239' (0xEF)] + ACK
0.060720025000000,I2C,'128' (0x80) + NAK
0.061027975000000,I2C,Setup Write to ['238' (0xEE)] + ACK
0.061069050000000,I2C,'244' (0xF4) + ACK
0.061110950000000,I2C,'244' (0xF4) + ACK
0.100361000000000,I2C,Setup Write to ['238' (0xEE)] + ACK
0.100402000000000,I2C,'246' (0xF6) + ACK
0.100471125000000,I2C,Setup Read to ['239' (0xEF)] + ACK
0.100509425000000,I2C,'162' (0xA2) + ACK
0.100551100000000,I2C,'215' (0xD7) + NAK
0.100624400000000,I2C,Setup Write to ['238' (0xEE)] + ACK
0.100665400000000,I2C,'248' (0xF8) + ACK
0.100734500000000,I2C,Setup Read to ['239' (0xEF)] + ACK
0.100772775000000,I2C,@ (0x40) + NAK
0.101084575000000,I2C,Setup Write to ['238' (0xEE)] + ACK
0.101125625000000,I2C,'244' (0xF4) + ACK
0.101167450000000,I2C,'244' (0xF4) + ACK
0.140422050000000,I2C,Setup Write to ['238' (0xEE)] + ACK
0.140463075000000,I2C,'246' (0xF6) + ACK
0.140532225000000,I2C,Setup Read to ['239' (0xEF)] + ACK
0.140570525000000,I2C,'162' (0xA2) + ACK
0.140612225000000,I2C,'216' (0xD8) + NAK
0.140685600000000,I2C,Setup Write to ['238' (0xEE)] + ACK
0.140726650000000,I2C,'248' (0xF8) + ACK
0.140795825000000,I2C,Setup Read to ['239' (0xEF)] + ACK
0.140834125000000,I2C,` (0x60) + NAK
0.141142250000000,I2C,Setup Write to ['238' (0xEE)] + ACK
0.141183300000000,I2C,'244' (0xF4) + ACK
0.141225200000000,I2C,'244' (0xF4) + ACK
0.180482600000000,I2C,Setup Write to ['238' (0xEE)] + ACK
0.180523650000000,I2C,'246' (0xF6) + ACK
0.180592800000000,I2C,Setup Read to ['239' (0xEF)] + ACK
0.180631100000000,I2C,'162' (0xA2) + ACK
0.180672800000000,I2C,'215' (0xD7) + NAK
0.180746200000000,I2C,Setup Write to ['238' (0xEE)] + ACK
0.180787250000000,I2C,'248' (0xF8) + ACK
0.180856400000000,I2C,Setup Read to ['239' (0xEF)] + ACK
0.180894725000000,I2C,'192' (0xC0) + NAK
0.181214550000000,I2C,Setup Write to ['238' (0xEE)] + ACK
0.181255600000000,I2C,'244' (0xF4) + ACK
0.181297450000000,I2C,'244' (0xF4) + ACK
0.220544125000000,I2C,Setup Write to ['238' (0xEE)] + ACK
0.220585200000000,I2C,'246' (0xF6) + ACK
0.220654325000000,I2C,Setup Read to ['239' (0xEF)] + ACK
0.220692625000000,I2C,'162' (0xA2) + ACK
0.220734300000000,I2C,'214' (0xD6) + NAK
0.220807675000000,I2C,Setup Write to ['238' (0xEE)] + ACK
0.220848700000000,I2C,'248' (0xF8) + ACK
0.220917850000000,I2C,Setup Read to ['239' (0xEF)] + ACK
0.220956150000000,I2C,'160' (0xA0) + NAK
0.221268125000000,I2C,Setup Write to ['238' (0xEE)] + ACK
0.221309150000000,I2C,'244' (0xF4) + ACK
0.221351050000000,I2C,'244' (0xF4) + ACK
0.225667600000000,I2C,Setup Read to ['255' (0xFF)] + NAK
0.240098025000000,I2C,Setup Write to ['238' (0xEE)] + ACK
0.240139050000000,I2C,'208' (0xD0) + ACK
0.240208200000000,I2C,Setup Read to ['239' (0xEF)] + ACK
0.240246500000000,I2C,U (0x55) + NAK
0.240319875000000,I2C,Setup Write to ['238' (0xEE)] + ACK
0.240360925000000,I2C,'244' (0xF4) + ACK
0.240402825000000,I2C,'192' (0xC0) + ACK
0.240475800000000,I2C,Setup Write to ['238' (0xEE)] + ACK
0.240516850000000,I2C,'244' (0xF4) + ACK
0.240586000000000,I2C,Setup Read to ['239' (0xEF)] + ACK
0.240624350000000,I2C,'192' (0xC0) + NAK
0.240697750000000,I2C,Setup Write to ['238' (0xEE)] + ACK
0.240738850000000,I2C,'170' (0xAA) + ACK
0.240808050000000,I2C,Setup Read to ['239' (0xEF)] + ACK
0.240846375000000,I2C,' ' (0x20) + ACK
0.240888075000000,I2C,'212' (0xD4) + NAK
0.240961475000000,I2C,Setup Write to ['238' (0xEE)] + ACK
0.241002600000000,I2C,'172' (0xAC) + ACK
0.241071800000000,I2C,Setup Read to ['239' (0xEF)] + ACK
0.241110125000000,I2C,'251' (0xFB) + ACK
0.241151825000000,I2C,r (0x72) + NAK
0.241225225000000,I2C,Setup Write to ['238' (0xEE)] + ACK
0.241266250000000,I2C,'174' (0xAE) + ACK
0.241335400000000,I2C,Setup Read to ['239' (0xEF)] + ACK
0.241373750000000,I2C,'199' (0xC7) + ACK
0.241415450000000,I2C,# (0x23) + NAK
0.241488825000000,I2C,Setup Write to ['238' (0xEE)] + ACK
0.241529875000000,I2C,'176' (0xB0) + ACK
0.241599000000000,I2C,Setup Read to ['239' (0xEF)] + ACK
0.241637325000000,I2C,'128' (0x80) + ACK
0.241679025000000,I2C,'234' (0xEA) + NAK
0.241752450000000,I2C,Setup Write to ['238' (0xEE)] + ACK
0.241793525000000,I2C,'178' (0xB2) + ACK
0.241862700000000,I2C,Setup Read to ['239' (0xEF)] + ACK
0.241901025000000,I2C,b (0x62) + ACK
0.241942750000000,I2C,'203' (0xCB) + NAK
0.242016175000000,I2C,Setup Write to ['238' (0xEE)] + ACK
0.242057225000000,I2C,'180' (0xB4) + ACK
0.242126450000000,I2C,Setup Read to ['239' (0xEF)] + ACK
0.242164800000000,I2C,E (0x45) + ACK
0.242206500000000,I2C,1 (0x31) + NAK
0.242279900000000,I2C,Setup Write to ['238' (0xEE)] + ACK
0.242320975000000,I2C,'182' (0xB6) + ACK
0.242390150000000,I2C,Setup Read to ['239' (0xEF)] + ACK
0.242428475000000,I2C,'25' (0x19) + ACK
0.242470175000000,I2C,s (0x73) + NAK
0.242543575000000,I2C,Setup Write to ['238' (0xEE)] + ACK
0.242584625000000,I2C,'184' (0xB8) + ACK
0.242653800000000,I2C,Setup Read to ['239' (0xEF)] + ACK
0.242692125000000,I2C,'0' (0x00) + ACK
0.242733825000000,I2C,- (0x2D) + NAK
0.242807250000000,I2C,Setup Write to ['238' (0xEE)] + ACK
0.242848300000000,I2C,'186' (0xBA) + ACK
0.242917450000000,I2C,Setup Read to ['239' (0xEF)] + ACK
0.242955775000000,I2C,'128' (0x80) + ACK
0.242997475000000,I2C,'0' (0x00) + NAK
0.243070900000000,I2C,Setup Write to ['238' (0xEE)] + ACK
0.243111950000000,I2C,'188' (0xBC) + ACK
0.243181100000000,I2C,Setup Read to ['239' (0xEF)] + ACK
0.243219450000000,I2C,'209' (0xD1) + ACK
0.243261125000000,I2C,'246' (0xF6) + NAK
0.243334550000000,I2C,Setup Write to ['238' (0xEE)] + ACK
0.243375600000000,I2C,'190' (0xBE) + ACK
0.243444775000000,I2C,Setup Read to ['239' (0xEF)] + ACK
0.243483100000000,I2C,\n (0x0A) + ACK
0.243524800000000,I2C,S (0x53) + NAK
0.243598225000000,I2C,Setup Write to ['238' (0xEE)] + ACK
0.243639300000000,I2C,'244' (0xF4) + ACK
0.243681225000000,I2C,. (0x2E) + ACK
0.248758475000000,I2C,Setup Write to ['238' (0xEE)] + ACK
0.248799575000000,I2C,'246' (0xF6) + ACK
0.248868775000000,I2C,Setup Read to ['239' (0xEF)] + ACK
0.248907100000000,I2C,c (0x63) + ACK
0.248948800000000,I2C,'231' (0xE7) + NAK
0.249096600000000,I2C,Setup Write to ['238' (0xEE)] + ACK
0.249137675000000,I2C,'244' (0xF4) + ACK
0.249179600000000,I2C,'244' (0xF4) + ACK
0.260358300000000,I2C,Setup Write to ['238' (0xEE)] + ACK
0.260399350000000,I2C,'246' (0xF6) + ACK
0.260468550000000,I2C,Setup Read to ['239' (0xEF)] + ACK
0.260506875000000,I2C,c (0x63) + ACK
0.260548575000000,I2C,'231' (0xE7) + NAK
0.260622000000000,I2C,Setup Write to ['238' (0xEE)] + ACK
0.260663025000000,I2C,'248' (0xF8) + ACK
0.260732200000000,I2C,Setup Read to ['239' (0xEF)] + ACK
0.260770550000000,I2C,'0' (0x00) + NAK
0.261106150000000,I2C,Setup Write to ['238' (0xEE)] + ACK
0.261147250000000,I2C,'244' (0xF4) + ACK
0.261189150000000,I2C,'244' (0xF4) + ACK
0.300443975000000,I2C,Setup Write to ['238' (0xEE)] + ACK
0.300485025000000,I2C,'246' (0xF6) + ACK
0.300554175000000,I2C,Setup Read to ['239' (0xEF)] + ACK
0.300592500000000,I2C,'162' (0xA2) + ACK
0.300634200000000,I2C,'213' (0xD5) + NAK
0.300707625000000,I2C,Setup Write to ['238' (0xEE)] + ACK
0.300748650000000,I2C,'248' (0xF8) + ACK
0.300817850000000,I2C,Setup Read to ['239' (0xEF)] + ACK
0.300856200000000,I2C,'192' (0xC0) + NAK
0.301164525000000,I2C,Setup Write to ['238' (0xEE)] + ACK
0.301205625000000,I2C,'244' (0xF4) + ACK
0.301247575000000,I2C,'244' (0xF4) + ACK
0.340529150000000,I2C,Setup Write to ['238' (0xEE)] + ACK
0.340570200000000,I2C,'246' (0xF6) + ACK
0.340639375000000,I2C,Setup Read to ['239' (0xEF)] + ACK
0.340677725000000,I2C,'162' (0xA2) + ACK
0.340719425000000,I2C,'214' (0xD6) + NAK
0.340792875000000,I2C,Setup Write to ['238' (0xEE)] + ACK
0.340833925000000,I2C,'248' (0xF8) + ACK
0.340903100000000,I2C,Setup Read to ['239' (0xEF)] + ACK
0.340941450000000,I2C,' ' (0x20) + NAK
0.341273200000000,I2C,Setup Write to ['238' (0xEE)] + ACK
0.341314275000000,I2C,'244' (0xF4) + ACK
0.341356200000000,I2C,'244' (0xF4) + ACK
0.380615175000000,I2C,Setup Write to ['238' (0xEE)] + ACK
0.380656300000000,I2C,'246' (0xF6) + ACK
0.380725475000000,I2C,Setup Read to ['239' (0xEF)] + ACK
0.380763825000000,I2C,'162' (0xA2) + ACK
0.380805525000000,I2C,'211' (0xD3) + NAK
0.380878925000000,I2C,Setup Write to ['238' (0xEE)] + ACK
0.380920000000000,I2C,'248' (0xF8) + ACK
0.380989175000000,I2C,Setup Read to ['239' (0xEF)] + ACK
0.381027525000000,I2C,` (0x60) + NAK
0.381335775000000,I2C,Setup Write to ['238' (0xEE)] + ACK
0.381376825000000,I2C,'244' (0xF4) + ACK
0.381418750000000,I2C,'244' (0xF4) + ACK
0.420697825000000,I2C,Setup Write to ['238' (0xEE)] + ACK
0.420738950000000,I2C,'246' (0xF6) + ACK
0.420808125000000,I2C,Setup Read to ['239' (0xEF)] + ACK
0.420846425000000,I2C,'162' (0xA2) + ACK
0.420888100000000,I2C,'210' (0xD2) + NAK
0.420961500000000,I2C,Setup Write to ['238' (0xEE)] + ACK
0.421002575000000,I2C,'248' (0xF8) + ACK
0.421071750000000,I2C,Setup Read to ['239' (0xEF)] + ACK
0.421110075000000,I2C,'192' (0xC0) + NAK
0.421430100000000,I2C,Setup Write to ['238' (0xEE)] + ACK
0.421471150000000,I2C,'244' (0xF4) + ACK
0.421513050000000,I2C,'244' (0xF4) + ACK
0.460781200000000,I2C,Setup Write to ['238' (0xEE)] + ACK
0.460822300000000,I2C,'246' (0xF6) + ACK
0.460891500000000,I2C,Setup Read to ['239' (0xEF)] + ACK
0.460929825000000,I2C,'162' (0xA2) + ACK
0.460971550000000,I2C,'209' (0xD1) + NAK
0.461044950000000,I2C,Setup Write to ['238' (0xEE)] + ACK
0.461086025000000,I2C,'248' (0xF8) + ACK
0.461155225000000,I2C,Setup Read to ['239' (0xEF)] + ACK
0.461193550000000,I2C,'192' (0xC0) + NAK
0.461509650000000,I2C,Setup Write to ['238' (0xEE)] + ACK
0.461550700000000,I2C,'244' (0xF4) + ACK
0.461592625000000,I2C,'244' (0xF4) + ACK
0.500871225000000,I2C,Setup Write to ['238' (0xEE)] + ACK
0.500912300000000,I2C,'246' (0xF6) + ACK
0.500981450000000,I2C,Setup Read to ['239' (0xEF)] + ACK
0.501019800000000,I2C,'162' (0xA2) + ACK
0.501061525000000,I2C,'211' (0xD3) + NAK
0.501134950000000,I2C,Setup Write to ['238' (0xEE)] + ACK
0.501175950000000,I2C,'248' (0xF8) + ACK
0.501245150000000,I2C,Setup Read to ['239' (0xEF)] + ACK
0.501283475000000,I2C,'160' (0xA0) + NAK
0.501607350000000,I2C,Setup Write to ['238' (0xEE)] + ACK
0.501648425000000,I2C,'244' (0xF4) + ACK
0.501690350000000,I2C,'244' (0xF4) + ACK
0.540956650000000,I2C,Setup Write to ['238' (0xEE)] + ACK
0.540997775000000,I2C,'246' (0xF6) + ACK
0.541067000000000,I2C,Setup Read to ['239' (0xEF)] + ACK
0.541105350000000,I2C,'162' (0xA2) + ACK
0.541147075000000,I2C,'210' (0xD2) + NAK
0.541220500000000,I2C,Setup Write to ['238' (0xEE)] + ACK
0.541261550000000,I2C,'248' (0xF8) + ACK
0.541330750000000,I2C,Setup Read to ['239' (0xEF)] + ACK
0.541369100000000,I2C,'128' (0x80) + NAK
0.541689275000000,I2C,Setup Write to ['238' (0xEE)] + ACK
0.541730375000000,I2C,'244' (0xF4) + ACK
0.541772300000000,I2C,'244' (0xF4) + ACK
0.581058075000000,I2C,Setup Write to ['238' (0xEE)] + ACK
0.581099175000000,I2C,'246' (0xF6) + ACK
0.581168400000000,I2C,Setup Read to ['239' (0xEF)] + ACK
0.581206750000000,I2C,'162' (0xA2) + ACK
0.581248450000000,I2C,'210' (0xD2) + NAK
0.581321900000000,I2C,Setup Write to ['238' (0xEE)] + ACK
0.581362950000000,I2C,'248' (0xF8) + ACK
0.581432150000000,I2C,Setup Read to ['239' (0xEF)] + ACK
